id,subject,speaker,thought,link
258,Kazuha,Yoimiya,"People with no worries like myself speak plainly, while those with many cares often speak of ancient poetry or the scenery.  They talk of flowers and birds, wind and moon, but never about the reality that confronts them.  He's got quite the tale to tell, I'm sure.",https://game8.co/games/Genshin-Impact/archives/332826
259,Kazuha,Yun Jin,"Kaedehara Kazuha is among the many outlanders who enjoy Liyue opera. Whether it's an orchestral section or a percussive piece, he always sits there and listens quietly. Talk about great manners!",https://game8.co/games/Genshin-Impact/archives/332826
260,Keqing,Baizhu,"If I were to hazard a guess about her health from a face reading, I would presume the Yuheng's frequent looks of exhaustion are due to her long-time habits of burning the midnight oil and never giving her mind a rest. If she wishes to maintain her health, she should stop working and relax from time to time. Unfortunately, she is overly ambitious, and seems to be completely willing to trade her health for her career. Even if I were to tell her this myself, I'm afraid she would not listen to me.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
261,Keqing,Gaming,"It's all thanks to the Yuheng that we don't get so many bandits on the road between Liyue Harbor and Yilong Wharf anymore. She's the one who spearheaded the crackdown on all that. ...You think my job's at risk, huh? Haha, they ain't gonna get rid of me that easily. Sure, maybe there's no more bandits to fight, but you're always gonna need a strong pair of arms to lug the cargo around.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
262,Keqing,Ganyu,"Estrangement: I cannot stand her disrespectful attitude towards Rex Lapis! But he says to me, ""Ganyu, this is just the kind of person Liyue needs in this day and age."" I guess I'm not smart enough, because I simply do not understand what he means by that. I think I need more life experience to become wise enough to comprehend his words. Changing Perspective: She came to me recently to discuss the reopening of the Bishu trade route. She even asked me what Rex Lapis would do if it were him. Admittedly, what we came up with was not quite on par with what he would have chosen, But... seeing the way she kept starting her plan from scratch over and over again, I think I started to understand her a little bit.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
263,Keqing,Hu Tao,"The Yuheng, Keqing... she's quite hard to talk to. She's so uptight, hehe... Really makes me wanna mess with her. She wouldn't knock me in the head with her sword though, right? Or would she...?",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
264,Keqing,Ningguang,"Yuheng... She has changed a lot recently. But it Liyue better off with the Yuheng we have now, or the Yuheng we used to know? Only time will tell.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
265,Keqing,Xianyun,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Xianyun,https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
266,Keqing,Yanfei,"The Yuheng doesn't deal with matters of the law, and thank goodness... Knowing Keging's attitude toward work and ruthless efficiency, I'd end up losing a lot of work. Although... No, surely it wouldn't come to that. She's a stickler for doing things the right way — no doubt she'd offend people... but if she had someone like me as her legal assistant... No way! Why should an eminent legal expert such as myself be relegated to the role of assistant!? If she needs legal counsel, she can come and find me.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
267,Keqing,Yaoyao,"Keqing's a very thoughtful person, and she always does a good job of everything. She also makes sure to pay Master a visit at every festival... She's what you call a ""bastion of piety"". Or wait, maybe it's ""paragon of propriety""? ...Well, anyway, I think I can learn a lot from her!",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
268,Keqing,Yelan,"I don't really like people who cram their schedules full, because it doesn't leave any room for negotiation. If something happens that they didn't anticipate, it throws their plans into oblivion, impacting not just themselves but their coworkers, too. But the Yuheng is different. She works in a very methodical way. I always enjoy working with her.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
269,Keqing,Yun Jin,"I have yet to see the Yuheng ever attend an opera performance. Now that I think about it, whenever I happen to see her out on the street, she always seems to be in a great hurry.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
270,Keqing,Zhongli,"She is the most impious of the Qixing - but I actually find the conviction of such people quite endearing. The only reason I was able to consider taking a step back from such overarching management of Liyue was because there are people like her. People who speak up when they believe themselves to be right, and then go and do something decisive about it.",https://game8.co/games/Genshin-Impact/archives/Keqing-Best-Builds
271,Kirara,Dori,"She delivered several orders to me when I was stocking up on goods from outside of Sumeru. Her service is great, and her prices are low. Oh, I think she's into pretty accessories, and I happen to have some handmade Sumeru specialties on sale! Wanna buy some as a gift for her? I can give you a discount!",https://game8.co/games/Genshin-Impact/archives/409556
272,Kirara,Sara,"Recently, I often feel a mysterious gaze from the shadows that disappears as soon as I turn to look. What an absurd prank... Huh? A nekomata, you say? Huh... She should've just come right up to me if she needed something.",https://game8.co/games/Genshin-Impact/archives/409556
273,Kirara,Sayu,"One time, when I woke up from an afternoon nap, I felt something warm against my back. I turned around and saw a cat curled up fast asleep. You wouldn't believe this- it had not only one, but two fluffy tails! I almost fell from the tree in surprise. I—Is this some form of ninjutsu too?",https://game8.co/games/Genshin-Impact/archives/409556
274,Kirara,Yae Miko,"More youkai have expressed an interest in the human world lately. I wonder if that's a good thing or not. You want to know what I think? Hehe, I would tell them to live for the moment. Besides, how could I ever dislike a little youkai who would willingly take us out to dinner and pay for the meal?",https://game8.co/games/Genshin-Impact/archives/409556
275,Kirara,Yoimiya,"The courier from Komaniya Express? She's super reliable and really quick on her feet! Ingredients used in coloring the fireworks always run out quickly, but she always delivers a new batch right when I need them! I gave her a firework once as a thank-you gift, but she was too scared to light it, saying that she got spooked once by the sound of fireworks. Hehe, so I told her to find a nice viewing spot far away and set it off for her.",https://game8.co/games/Genshin-Impact/archives/409556
276,Klee,Albedo,"Indeed, I view Klee as my younger sister. Whenever she gets herself into some explosive sort of trouble, I can only console myself with the fact that her current destructiveness is nothing compared to that of Miss Alice.",https://game8.co/games/Genshin-Impact/archives/297521
277,Klee,Amber,"Klee? She can be a bit cheeky sometimes, but everyone in the Knights of Favonius likes her. Although... I really ought to keep a closer eye on her if I wanna keep her from getting put in confinement by Jean again.",https://game8.co/games/Genshin-Impact/archives/297521
278,Klee,Bennett,"She's a cute kid... but I have to keep my distance. Whenever she plays with me, her bombs always end up going off... It's not so much me I'm worried about, it would just be awful if something happened to Klee. The Knights of Favonius would never forgive me, that's for sure.",https://game8.co/games/Genshin-Impact/archives/297521
